lastPrice,stockCode,stockName
85.44,688037,芯源微
4.13,600860,*ST京城
4.13,600202,哈空调
11.01,603477,巨星农牧
37.15,688028,沃尔德
19.72,603639,海利尔
22.46,603059,倍加洁
9.15,601519,大智慧
16.47,002715,登云股份
3.2,000718,苏宁环球
20.56,300688,创业黑马
17.8,603587,地素时尚
4.56,002872,ST天圣
9.12,002440,闰土股份
12.31,002726,龙大肉食
67.8,300726,宏达电子
16.83,603978,深圳新星
9.55,601020,华钰矿业
10.0,600742,一汽富维
15.0,002988,豪美新材
16.36,002824,和胜股份
190.6,688788,科思科技
9.98,300437,清水源
16.78,002866,传艺科技
14.04,300042,朗科科技
9.51,603798,康普顿
125.43,000799,酒鬼酒
9.96,000582,北部湾港
26.67,002706,良信股份
7.22,600775,南京熊猫
9.02,002882,金龙羽
7.21,002053,云南能投
10.81,002088,鲁阳节能
13.96,600131,国网信通
5.4,600594,益佰制药
25.65,002648,卫星石化
4.5,002059,云南旅游
3.15,000540,中天金融
38.2,601865,福莱特
13.93,603612,索通发展
4.04,300027,华谊兄弟
7.63,603878,武进不锈
26.02,688566,吉贝尔
13.88,601878,浙商证券
7.61,002403,爱仕达
16.55,300592,华凯创意
20.57,300756,中山金马
14.28,002817,黄山胶囊
8.03,000014,沙河股份
3.12,600582,天地科技
4.01,002303,美盈森
8.91,600359,新农开发
8.9,300440,运达科技
11.56,601990,南京证券
5.78,002215,诺 普 信
14.67,600158,中体产业
4.89,000758,中色股份
311.0,300750,宁德时代
10.65,601200,上海环境
7.1,002877,智能自控
7.53,603003,龙宇燃油
16.38,300383,光环新网
19.0,600053,九鼎投资
18.09,600345,长江通信
16.76,603139,康惠制药
6.17,002787,华源控股
26.0,002299,圣农发展
11.0,603803,瑞斯康达
3.52,600063,皖维高新
7.91,000151,中成股份
7.47,002327,富安娜
7.9,603558,健盛集团
10.52,002020,京新药业
3.94,603969,银龙股份
22.32,603566,普莱柯
10.06,002674,兴业科技
24.88,300839,博汇股份
2.18,002195,二三四五
5.23,002627,宜昌交运
4.79,600825,新华传媒
7.4,600551,时代出版
4.35,600561,江西长运
2.17,000629,攀钢钒钛
9.54,600444,国机通用
6.07,300133,华策影视
42.47,300659,中孚信息
3.9,002217,合力泰
6.49,603067,振华股份
6.91,002101,广东鸿图
3.02,000056,皇庭国际
9.49,600667,太极实业
76.33,300842,帝科股份
14.66,002757,南兴股份
22.85,002393,力生制药
5.6,002378,章源钨业
23.26,002250,联化科技
13.77,300467,迅游科技
8.6,300231,银信科技
3.01,300152,科融环境
12.02,300358,楚天科技
3.0,002542,中化岩土
2.57,600853,龙建股份
4.71,300332,天壕环境
8.99,300248,新开普
5.13,600488,天药股份
4.7,000715,中兴商业
17.09,002837,英维克
5.98,600284,浦东建设
5.55,600987,航民股份
5.12,000950,重药控股
2.56,000008,神州高铁
19.19,000998,隆平高科
22.16,600498,烽火通信
9.8,605188,国光连锁
8.09,000685,中山公用
318.61,600809,山西汾酒
7.23,002084,海鸥住工
38.7,605338,巴比食品
9.78,002365,永安药业
5.95,600517,国网英大
34.84,603078,江化微
59.45,300905,宝丽迪
17.39,300127,银河磁体
2.12,600743,华远地产
27.98,300817,双飞股份
32.64,603533,掌阅科技
13.98,603955,大千生态
4.66,002392,北京利尔
3.81,002717,岭南股份
6.35,002641,永高股份
40.2,300620,光库科技
27.03,300823,建科机械
7.17,600618,氯碱化工
5.06,600735,新华锦
5.06,600550,保变电气
8.01,000666,经纬纺机
8.0,603668,天马科技
9.66,600847,万里股份
4.62,600466,蓝光发展
1.68,600226,*ST瀚叶
10.08,002038,双鹭药业
29.81,688559,海目星
12.17,000800,一汽解放
95.68,300223,北京君正
7.55,300334,津膜科技
7.13,600272,开开实业
12.16,605366,宏柏新材
10.48,300219,鸿利智汇
54.01,688981,中芯国际-U
12.97,000985,大庆华科
163.99,688368,晶丰明源
7.11,600858,银座股份
7.92,600894,广日股份
9.17,603357,设计总院
6.66,002330,得利斯
7.49,600643,爱建集团
6.24,300426,唐德影视
3.74,002513,*ST蓝丰
57.32,600038,中直股份
19.92,000938,紫光股份
10.76,002793,罗欣药业
3.31,002464,众应互联
5.36,600080,ST金花
16.08,002915,中欣氟材
9.07,300092,科新机电
11.95,002927,泰永长征
13.18,603365,水星家纺
13.58,600679,上海凤凰
11.52,603926,铁流股份
11.92,300268,佳沃股份
4.93,600509,天富能源
13.55,300486,东杰智能
22.15,300521,爱司凯
10.25,600288,大恒科技
7.37,002724,海洋王
6.55,600755,厦门国贸
37.25,600315,上海家化
4.5,000903,云内动力
55.63,603866,桃李面包
9.4,600213,亚星客车
33.5,603596,伯特利
19.6,600848,上海临港
4.9,600469,风神股份
10.19,603331,百达精工
8.15,002543,万和电气
6.52,002037,保利联合
4.48,000833,粤桂股份
52.9,300835,龙磁科技
6.51,002146,荣盛发展
22.75,000581,威孚高科
5.28,002559,亚威股份
17.05,601788,光大证券
3.65,600448,华纺股份
14.6,300069,金利华电
16.21,603716,塞力医疗
9.32,300016,北陆药业
6.07,002583,海能达
9.3,002797,第一创业
6.06,002339,积成电子
13.73,603458,勘设股份
21.8,002335,科华恒盛
6.86,002731,萃华珠宝
2.42,002526,山东矿机
16.93,002962,五方光电
13.7,603113,金能科技
3.22,600979,广安爱众
3.62,600425,青松建化
30.16,603383,顶点软件
12.06,600007,中国国贸
9.64,600420,现代制药
38.55,300757,罗博特科
9.63,601098,中南传媒
10.43,002679,福建金森
6.41,600301,ST南化
18.01,600884,杉杉股份
17.2,688101,三达膜
132.0,688036,传音控股
10.8,600750,江中药业
9.6,002385,大北农
6.4,002278,神开股份
4.4,000953,*ST河化
23.58,603610,麒盛科技
6.78,002743,富煌钢构
2.39,000571,*ST大洲
22.7,300687,赛意信息
6.77,000719,中原传媒
1.99,002305,南国置业
35.41,688288,鸿泉物联
3.58,002118,紫鑫药业
19.88,600455,博通股份
14.71,603551,奥普家居
24.6,002216,三全食品
23.8,300522,世名科技
124.55,300725,药石科技
5.15,002369,卓翼科技
23.35,300396,迪瑞医疗
14.63,002664,长鹰信质
20.56,300745,欣锐科技
5.93,601958,金钼股份
25.29,000977,浪潮信息
6.71,000656,金科股份
6.71,000100,TCL科技
25.65,300212,易华录
4.34,002478,常宝股份
28.8,603197,保隆科技
55.97,300695,兆丰股份
3.15,000782,美达股份
6.69,000736,中交地产
16.92,002923,润都股份
5.11,600673,东阳光
2.75,000573,粤宏远Ａ
9.42,300749,顶固集创
1.57,002076,*ST雪莱
11.38,002722,金轮股份
31.0,600079,人福医药
3.53,600576,祥源文化
8.62,603278,大业股份
9.01,601858,中国科传
14.1,002462,嘉事堂
36.03,300681,英搏尔
10.18,601609,金田铜业
58.68,688168,安博通
82.88,300919,C中伟
4.3,600730,中国高科
6.25,002150,通润装备
12.89,601686,友发集团
8.98,002136,安 纳 达
32.37,688519,南亚新材
14.82,600587,新华医疗
4.68,002547,春兴精工
28.79,603920,世运电路
168.83,688408,中信博
1.94,002031,巨轮智能
9.31,300081,恒信东方
3.49,600581,八一钢铁
7.75,603879,永悦科技
21.7,300684,中石科技
7.75,000968,蓝焰控股
9.3,000020,深华发Ａ
16.27,000623,吉林敖东
28.66,603203,快克股份
7.35,600909,华安证券
3.48,600368,五洲交通
41.72,300346,南大光电
3.09,600467,好当家
8.88,300204,舒泰神
3.86,002377,国创高新
6.56,002551,尚荣医疗
4.63,000565,渝三峡Ａ
5.4,000795,英洛华
16.97,600143,金发科技
8.85,600230,沧州大化
40.0,688526,科前生物
4.23,601086,国芳集团
16.92,600597,光明乳业
9.98,603863,松炀资源
4.99,300022,吉峰科技
14.2,600171,上海贝岭
9.21,600789,鲁抗医药
5.37,600658,电子城
9.2,300082,奥克股份
42.91,300672,国科微
164.5,603605,珀莱雅
3.06,600370,三房巷
3.06,002437,誉衡药业
101.7,300558,贝达药业
40.51,600887,伊利股份
37.07,300748,金力永磁
5.73,601515,东风股份
4.2,002181,粤 传 媒
29.0,600332,白云山
62.95,600872,中炬高新
2.67,600527,江南高纤
3.81,603843,正平股份
3.81,000959,首钢股份
4.95,000731,四川美丰
5.71,002790,瑞尔特
8.74,600637,东方明珠
20.9,300737,科顺股份
7.2,002265,西仪股份
6.06,002598,山东章鼓
11.36,600097,开创国际
17.04,002022,科华生物
6.43,000639,西王食品
8.32,601827,三峰环境
6.8,600505,西昌电力
20.02,300612,宣亚国际
32.47,601633,长城汽车
4.53,002244,滨江集团
47.83,603096,新经典
15.81,002262,恩华药业
9.41,600318,新力金融
19.94,600694,大商股份
10.9,002941,新疆交建
6.01,002708,光洋股份
28.17,605128,上海沿浦
42.72,300487,蓝晓科技
23.23,002889,东方嘉盛
20.57,688156,路德环境
142.68,605288,凯迪股份
14.19,603680,今创集团
2.61,002694,顾地科技
7.83,000989,九 芝 堂
2.98,600277,亿利洁能
2.98,002172,澳洋健康
6.7,002209,达 意 隆
14.49,603912,佳力图
10.03,002186,全 聚 德
13.74,603367,辰欣药业
2.97,002002,鸿达兴业
3.34,600622,光大嘉宝
25.17,002864,盘龙药业
2.59,600751,海航科技
4.07,300287,飞利信
28.85,603040,新坐标
5.17,600429,三元股份
4.8,002231,奥维通信
12.55,002903,宇环数控
3.69,600824,益民集团
11.8,603311,金海高科
46.83,300899,上海凯鑫
3.68,600261,阳光照明
30.53,300889,爱克股份
18.02,603888,新华网
13.6,003012,东鹏控股
4.04,600716,凤凰股份
6.22,600695,绿庭投资
12.44,000935,四川双马
8.78,002298,中电兴发
12.8,603083,剑桥科技
7.68,002091,江苏国泰
12.8,000990,诚志股份
40.2,002940,昂利康
24.8,601696,中银证券
5.47,600133,东湖高新
4.01,000078,海王生物
8.02,000019,深粮控股
7.29,600251,冠农股份
41.05,002979,雷赛智能
9.08,300353,东土科技
5.81,002429,兆驰股份
13.07,002055,得润电子
3.99,600094,大名城
3.62,300355,蒙草生态
7.6,002532,天山铝业
49.58,300280,紫天科技
4.7,000932,华菱钢铁
2.53,000892,欢瑞世纪
38.98,300596,利安隆
4.69,600796,钱江生化
6.13,300094,国联水产
6.85,600838,上海九百
44.28,300884,狄耐克
1.44,002656,ST摩登
8.88,002875,安奈儿
2.84,600339,中油工程
54.67,300820,英杰电气
9.58,000756,新华制药
9.22,300626,华瑞股份
3.19,002689,远大智能
12.4,300024,机器人
40.35,688166,博瑞医药
3.89,002489,浙江永强
3.89,002344,海宁皮城
7.07,300228,富瑞特装
38.53,603043,广州酒家
48.06,300709,精研科技
6.36,002522,浙江众成
4.59,000419,通程控股
10.23,002840,华统股份
16.93,300293,蓝英装备
12.69,002846,英联股份
28.2,002281,光迅科技
8.81,600422,昆药集团
21.95,603711,香飘飘
6.83,600135,乐凯胶片
2.51,600708,光明地产
4.66,600873,梅花生物
10.75,600822,上海物贸
6.45,002822,中装建设
3.22,002676,顺威股份
5.72,000006,深振业Ａ
8.22,601900,南方传媒
25.73,300778,新城市
3.57,002277,友阿股份
5.71,601999,出版传媒
6.42,300137,先河环保
7.13,002633,申科股份
9.98,300611,美力科技
9.62,603017,中衡设计
44.87,002987,京北方
41.63,002705,新宝股份
3.91,002662,京威股份
6.04,002488,金固股份
8.45,600975,新五丰
10.55,603303,得邦照明
13.01,600340,华夏幸福
8.79,600560,金自天正
4.57,600800,天津磁卡
89.99,300864,南大环境
9.84,002221,东华能源
7.73,000810,创维数字
29.85,603337,杰克股份
13.69,002185,华天科技
3.51,600076,康欣新材
14.39,300645,正元智慧
12.98,601238,广汽集团
4.91,603101,汇嘉时代
8.41,002381,双箭股份
9.8,603917,合力科技
3.85,600896,览海医疗
5.95,600888,新疆众和
8.4,300448,浩云科技
8.75,000153,丰原药业
27.28,605136,丽人丽妆
11.18,300469,信息发展
16.06,300610,晨化股份
6.98,002472,双环传动
11.86,601108,财通证券
8.02,000551,创元科技
20.92,300520,科大国创
4.88,002540,亚太科技
5.57,603111,康尼机电
7.31,002763,汇洁股份
5.22,603002,宏昌电子
8.35,601968,宝钢包装
17.03,603103,横店影视
38.22,300578,会畅通讯
7.99,002713,东易日盛
9.03,600506,香梨股份
8.33,603036,如通股份
3.47,002421,达实智能
32.96,688309,恒誉环保
12.13,002849,威星智能
4.85,002200,ST云投
11.42,603500,祥和实业
6.92,000045,深纺织Ａ
4.84,002108,沧州明珠
183.82,601799,星宇股份
3.8,300264,佳创视讯
16.58,300780,德恩精工
10.01,600138,中青旅
2.07,600321,正源股份
10.69,300503,昊志机电
5.86,600630,龙头股份
22.05,603916,苏博特
7.23,002457,青龙管业
189.0,603986,兆易创新
138.3,300832,新产业
5.16,600676,交运股份
12.04,002728,特一药业
22.66,603810,丰山集团
10.64,300703,创源股份
6.52,600328,中盐化工
19.56,002511,中顺洁柔
6.52,000016,深康佳Ａ
13.72,603788,宁波高发
4.8,002274,华昌化工
4.8,000430,张家界
14.03,300585,奥联电子
8.55,000961,中南建设
8.89,002998,优彩资源
7.51,000952,广济药业
37.08,688335,复洁环保
4.76,300291,华录百纳
3.06,002684,ST猛狮
13.26,002194,武汉凡谷
6.8,000931,中 关 村
5.09,002400,省广集团
26.8,300557,理工光科
8.14,002617,露笑科技
3.05,002337,赛象科技
8.81,600671,*ST目药
11.18,603159,上海亚虹
12.53,300423,昇辉科技
4.74,603399,吉翔股份
6.77,300509,新美星
15.22,603090,宏盛股份
10.14,600718,东软集团
13.52,600072,中船科技
5.07,002701,奥瑞金
6.75,002696,百洋股份
14.17,002034,旺能环境
21.59,603368,柳药股份
23.27,300271,华宇软件
31.01,300803,指南针
20.5,603380,易德龙
20.16,603379,三美股份
15.11,600756,浪潮软件
23.5,603351,威尔药业
5.37,603999,读者传媒
14.41,600783,鲁信创投
6.7,600390,五矿资本
3.68,000606,顺利办
17.73,605399,晨光新材
8.69,600479,千金药业
8.68,002099,海翔药业
4.34,000031,大悦城
3.67,002593,日上集团
5.0,600308,华泰股份
24.99,002156,通富微电
4.66,600821,*ST劝业
21.95,603811,诚意药业
5.32,002448,中原内配
14.95,605118,力鼎光电
16.61,000025,特  力Ａ
34.87,300902,国安达
9.29,000970,中科三环
4.97,600319,ST亚星
5.96,000488,晨鸣纸业
6.62,300173,福能东方
6.95,603838,四通股份
47.98,002980,华盛昌
4.63,002574,明牌珠宝
4.96,300297,蓝盾股份
17.18,603897,长城科技
9.89,603488,展鹏科技
13.18,300243,瑞丰高材
12.85,002899,英派斯
4.94,002349,精华制药
14.48,002879,长缆科技
22.36,300693,盛弘股份
4.6,002681,*ST奋达
14.12,002524,光正眼科
11.14,300404,博济医药
13.1,300735,光弘科技
4.91,300039,上海凯宝
3.27,300043,星辉娱乐
8.5,603648,畅联股份
5.23,000889,中嘉博创
7.19,300162,雷曼光电
16.34,300488,恒锋工具
9.15,300654,世纪天鸿
5.22,601058,赛轮轮胎
2.61,000428,华天酒店
4.24,600248,延长化建
4.89,603030,全筑股份
8.14,300229,拓尔思
4.23,000721,西安饮食
9.76,603937,丽岛新材
9.43,600218,全柴动力
10.73,603385,惠达卫浴
13.65,603220,中贝通信
22.74,603860,中公高科
64.3,002932,明德生物
11.69,300512,中亚股份
25.0,300713,英可瑞
9.09,603818,曲美家居
3.57,600503,华丽家族
17.2,688128,中国电研
8.76,600410,华胜天成
7.46,000009,中国宝安
5.5,000559,万向钱潮
15.52,603559,中通国脉
5.17,600491,龙元建设
10.32,300515,三德科技
4.83,002775,文科园林
63.09,688069,德林海
3.54,603117,万林物流
15.44,002048,宁波华翔
6.11,603116,红蜻蜓
4.82,300259,新天科技
5.46,002591,恒大高新
5.78,603009,北特科技
70.28,002993,奥海科技
4.17,000599,青岛双星
27.85,603730,岱美股份
4.48,002177,御银股份
72.27,300014,亿纬锂能
64.58,603301,振德医疗
6.07,600099,林海股份
100.29,603127,昭衍新药
33.83,300738,奥飞数据
5.74,600609,金杯汽车
8.61,002134,天津普林
25.51,300577,开润股份
4.78,600613,神奇制药
13.38,002253,川大智胜
48.4,300236,上海新阳
11.46,600167,联美控股
79.5,300887,谱尼测试
33.99,002030,达安基因
3.81,002336,ST人乐
6.03,600100,同方股份
26.64,300003,乐普医疗
9.83,300365,恒华科技
6.65,600983,惠而浦
17.1,600895,张江高科
3.8,002654,万润科技
1.9,000882,华联股份
15.19,601360,三六零
4.43,000973,佛塑科技
6.96,000920,南方汇通
67.38,300770,新媒股份
18.96,601231,环旭电子
3.16,000949,新乡化纤
18.3,605088,冠盛股份
4.1,002435,长江健康
6.62,600831,广电网络
3.78,600811,东方集团
5.04,300057,万顺新材
2.52,000620,新华联
7.55,002530,金财互联
17.3,002792,通宇通讯
24.52,002572,索菲亚
36.15,300589,江龙船艇
6.6,600136,当代文体
181.23,688029,南微医学
3.14,300145,中金环境
4.71,000908,景峰医药
25.42,002897,意华股份
6.59,002406,远东传动
109.8,688289,圣湘生物
4.39,002642,荣联科技
8.69,600826,兰生股份
13.03,002078,太阳纸业
7.75,600480,凌云股份
5.27,300279,和晶科技
3.72,002514,宝馨科技
6.81,002296,辉煌科技
12.07,000501,鄂武商Ａ
17.95,300779,惠城环保
11.76,002741,光华科技
13.3,600137,浪莎股份
30.9,603877,太平鸟
17.3,603189,网达软件
5.25,600714,金瑞矿业
7.1,000705,浙江震元
15.74,300286,安科瑞
12.95,002782,可立克
5.24,002029,七 匹 狼
6.47,600525,长园集团
8.01,603099,长白山
13.86,300125,聆达股份
17.35,300772,运达股份
42.0,300911,亿田智能
24.65,002838,道恩股份
6.39,601928,凤凰传媒
48.05,300837,浙矿股份
9.12,002917,金奥博
38.3,688068,热景生物
8.51,603098,森特股份
5.47,002270,华明装备
4.86,600748,上实发展
19.44,300418,昆仑万维
41.0,300897,山科智能
21.86,002957,科瑞技术
40.68,002507,涪陵榨菜
5.16,002492,恒基达鑫
3.64,600130,波导股份
20.02,300739,明阳电路
5.46,002357,富临运业
23.35,605108,同庆楼
7.58,300407,凯发电气
5.76,601500,通用股份
18.18,002949,华阳国际
4.24,300267,尔康制药
7.87,000911,南宁糖业
24.51,002138,顺络电子
13.31,603699,纽威股份
6.05,603166,福达股份
10.58,002827,高争民爆
14.49,603611,诺力股份
6.64,300017,网宿科技
30.18,300826,测绘股份
7.24,300047,天源迪科
3.62,002370,亚太药业
3.92,002316,亚联发展
84.71,300785,值得买
22.91,688138,清溢光电
2.11,002122,*ST天马
4.22,000717,韶钢松山
6.02,002474,榕基软件
3.61,600854,春兰股份
53.76,688358,祥生医疗
11.27,603790,雅运股份
11.27,000823,超声电子
5.93,300261,雅本化学
8.0,000655,金岭矿业
12.74,002951,金时科技
11.83,300821,东岳硅材
5.32,600996,贵广网络
230.21,605009,豪悦护理
11.82,003018,金富科技
7.09,600689,上海三毛
30.42,003001,中岩大地
13.29,605066,天正电气
12.99,600129,太极集团
26.57,603989,艾华集团
6.19,000650,仁和药业
68.92,600211,西藏药业
50.33,300624,万兴科技
15.01,000910,大亚圣象
138.0,002791,坚朗五金
15.64,300649,杭州园林
4.21,300210,森远股份
5.7,600606,绿地控股
13.5,300445,康斯特
7.5,300013,新宁物流
19.19,002953,日丰股份
6.59,300005,探路者
11.08,002313,日海智能
5.09,000597,东北制药
2.69,000592,平潭发展
6.87,600865,百大集团
28.94,002439,启明星辰
12.22,603988,中电电机
10.13,002152,广电运通
13.7,300535,达威股份
10.42,002855,捷荣技术
19.64,000034,神州数码
27.96,300551,古鳌科技
7.73,603997,继峰股份
8.62,002423,中粮资本
22.95,603466,风语筑
10.59,600073,上海梅林
5.0,300300,海峡创新
24.7,603733,仙鹤股份
18.81,002800,天顺股份
69.34,300767,震安科技
31.42,603801,志邦家居
11.45,300422,博世科
9.1,000157,中联重科
11.74,300746,汉嘉设计
57.8,603881,数据港
3.52,600781,*ST辅仁
4.4,600468,百利电气
7.92,002441,众业达
9.68,000038,深大通
70.69,600009,上海机场
15.54,603496,恒为科技
5.57,002386,天原集团
5.85,000888,峨眉山Ａ
4.97,002712,思美传媒
4.97,002397,梦洁股份
14.03,300565,科信技术
6.43,002566,益盛药业
5.26,002666,德联集团
14.9,603813,原尚股份
18.1,002661,克明面业
17.8,002653,海思科
170.94,300850,新强联
30.61,603330,上海天洋
127.62,300869,康泰医学
25.93,002976,瑞玛工业
4.66,002480,新筑股份
5.82,000695,滨海能源
10.18,300209,天泽信息
4.94,300061,旗天科技
116.0,603659,璞泰来
3.19,300111,向日葵
34.79,300851,交大思诺
15.07,300505,川金诺
13.32,603556,海兴电力
71.5,603893,瑞芯微
36.17,300518,盛讯达
8.1,300214,日科化学
6.07,603015,弘讯科技
2.6,300370,安控科技
6.35,603958,哈森股份
20.49,300188,美亚柏科
6.92,300329,海伦钢琴
39.72,002008,大族激光
23.0,300508,维宏股份
7.47,002197,证通电子
17.78,300700,岱勒新材
8.89,002563,森马服饰
2.58,000793,华闻集团
35.24,688555,泽达易盛
28.07,603200,上海洗霸
4.58,603335,迪生力
4.58,600712,南宁百货
12.88,603035,常熟汽饰
1.43,000980,*ST众泰
32.6,603787,新日股份
8.46,601330,绿色动力
19.74,300796,贝斯美
7.52,300434,金石亚药
27.57,002294,信立泰
9.07,300360,炬华科技
23.45,600085,同仁堂
2.5,600396,金山股份
3.75,300262,巴安水务
3.43,603389,*ST亚振
3.43,000523,广州浪奇
9.04,002905,金逸影视
19.95,603982,泉峰汽车
8.1,605006,山东玻纤
10.59,603829,洛凯股份
7.16,600706,曲江文旅
6.22,603012,创力集团
12.75,603718,海利生物
30.15,688030,山石网科
4.04,000966,长源电力
29.55,603355,莱克电气
18.15,300660,江苏雷利
6.46,002570,贝因美
6.76,600804,鹏博士
23.35,300473,德尔股份
22.1,603950,长源东谷
12.89,002600,领益智造
7.36,603569,长久物流
10.73,600663,陆家嘴
13.78,603729,龙韵股份
8.88,000566,海南海药
10.08,603918,金桥信息
3.36,002067,景兴纸业
7.94,002788,鹭燕医药
9.46,002081,金 螳 螂
10.06,600833,第一医药
31.08,688178,万德斯
13.71,600081,东风科技
17.67,300891,惠云钛业
9.44,002432,九安医疗
15.11,603286,日盈电子
9.51,000505,京粮控股
18.18,300809,华辰装备
4.47,002160,常铝股份
37.71,300865,大宏立
15.64,002315,焦点科技
32.39,300679,电连技术
13.39,603588,高能环境
119.35,300033,同花顺
19.24,300380,安硕信息
7.8,603168,莎普爱思
72.4,300450,先导智能
8.34,002434,万里扬
5.28,603011,合锻智能
6.11,600586,金晶科技
34.41,300363,博腾股份
3.33,002366,台海核电
6.38,002284,亚太股份
4.16,000035,中国天楹
10.26,600513,联环药业
10.8,002026,山东威达
3.32,000732,泰禾集团
6.36,600113,浙江东日
13.82,300730,科创信息
3.04,600172,黄河旋风
7.73,002107,沃华医药
14.9,300007,汉威科技
4.69,600805,悦达投资
3.31,600936,广西广电
12.96,002301,齐心集团
370.06,688111,金山办公
17.06,603657,春光科技
4.4,000665,湖北广电
33.53,300327,中颖电子
6.59,300004,南风股份
9.87,300412,迦南科技
13.98,002818,富森美
2.74,000564,供销大集
7.67,603637,镇海股份
40.79,688520,神州细胞-U
8.21,000610,西安旅游
3.01,002131,利欧股份
7.66,300385,雪浪环境
8.48,002548,金新农
40.19,688090,瑞松科技
5.74,601798,蓝科高新
1.64,002021,ST中捷
418.12,000661,长春高新
17.17,002760,凤形股份
12.26,002428,云南锗业
3.54,300148,天舟文化
40.81,300683,海特生物
16.04,605255,天普股份
42.67,300868,杰美特
46.2,688228,开普云
17.09,300546,雄帝科技
17.63,300790,宇瞳光学
37.67,688085,三友医疗
149.57,688363,华熙生物
5.69,300270,中威电子
10.29,002830,名雕股份
2.0,600393,粤泰股份
7.14,002114,罗平锌电
22.55,000739,普洛药业
37.06,688001,华兴源创
9.11,300621,维业股份
4.27,002565,顺灏股份
2.56,600439,瑞贝卡
2.56,002505,大康农业
13.36,300732,设研院
7.39,002169,智光电气
11.65,002317,众生药业
13.92,605218,伟时电子
16.47,002888,惠威科技
7.38,002105,信隆健康
69.54,300827,上能电气
4.54,300066,三川智慧
10.78,002809,红墙股份
15.03,600109,国金证券
26.33,300800,力合科技
3.68,002628,成都路桥
17.26,603887,城地香江
5.94,002969,嘉美包装
17.24,300161,华中数控
7.63,002660,茂硕电源
5.36,002411,延安必康
89.11,688020,方邦股份
6.48,002742,三圣股份
5.63,002312,三泰控股
13.79,603042,华脉科技
85.52,688065,凯赛生物
11.25,603269,海鸥股份
28.12,603348,文灿股份
4.78,002010,传化智联
5.9,300528,幸福蓝海
6.74,002417,深南股份
48.02,002995,天地在线
11.77,002576,通达动力
4.76,603889,新澳股份
4.2,002476,宝莫股份
5.35,002536,飞龙股份
14.71,003015,日久光电
9.89,605166,聚合顺
7.75,600728,佳都科技
14.43,603013,亚普股份
6.68,300254,仟源医药
8.28,000936,华西股份
11.75,603056,德邦股份
7.21,000919,金陵药业
91.3,300852,四会富仕
17.88,300504,天邑股份
16.8,002635,安洁科技
58.38,688268,华特气体
8.26,300377,赢时胜
5.86,300534,陇神戎发
23.97,300583,赛托生物
30.62,603186,华正新材
17.3,603630,拉芳家化
8.25,600070,浙江富润
6.12,002098,浔兴股份
29.8,003007,直真科技
11.44,600141,兴发集团
7.18,002205,国统股份
13.03,300500,启迪设计
69.38,603317,天味食品
13.54,300608,思特奇
26.81,002624,完美世界
10.88,300665,飞鹿股份
4.51,603828,柯利达
5.57,603333,尚纬股份
32.33,688222,成都先导
8.48,300388,国祯环保
33.63,002810,山东赫达
4.5,002285,世联行
7.94,002065,东华软件
10.85,605050,福然德
10.85,002806,华锋股份
14.0,300192,科德教育
7.66,300096,易联众
31.69,300674,宇信科技
28.52,002287,奇正藏药
11.09,603626,科森科技
3.96,300345,华民股份
31.15,603387,基蛋生物
27.19,002896,中大力德
6.33,600128,弘业股份
16.61,300675,建科院
2.9,000692,惠天热电
9.49,000880,潍柴重机
16.08,002997,瑞鹄模具
68.01,300685,艾德生物
17.92,002971,和远气体
6.06,002748,世龙实业
5.53,601019,山东出版
13.69,300543,朗科智能
42.05,603931,格林达
25.75,300563,神宇股份
2.89,600052,浙江广厦
17.07,002399,海普瑞
122.6,603833,欧派家居
11.55,600127,金健米业
3.15,600105,永鼎股份
111.83,002847,盐津铺子
19.9,603595,东尼电子
8.64,300088,长信科技
4.45,002235,安妮股份
21.2,002163,海南发展
5.49,600540,新赛股份
18.29,300634,彩讯股份
94.27,688366,昊海生科
14.88,300697,电工合金
15.66,300253,卫宁健康
13.83,688033,天宜上佳
25.31,300590,移为通信
5.74,000584,哈工智能
4.43,002279,久其软件
9.37,603528,多伦科技
22.9,002929,润建股份
5.2,300312,邦讯技术
12.48,002937,兴瑞科技
23.03,300636,同和药业
289.35,688019,安集科技
9.75,603903,中持股份
3.25,600790,轻纺城
27.08,002992,宝明科技
3.52,600869,智慧能源
14.88,688518,联赢激光
25.15,300538,同益股份
8.38,300376,易事特
25.38,600976,健民集团
13.77,300587,天铁股份
6.75,000638,万方发展
15.91,300561,汇金科技
6.2,000429,粤高速Ａ
7.81,603963,大理药业
6.19,000589,贵州轮胎
31.48,300566,激智科技
5.38,000813,德展健康
32.01,002869,金溢科技
27.13,300771,智莱科技
20.41,603709,中源家居
17.72,300582,英飞特
3.49,000812,陕西金叶
42.95,300729,乐歌股份
9.93,603628,清源股份
4.29,002693,双成药业
35.92,002989,中天精装
19.3,603063,禾望电气
5.36,600766,园城黄金
2.68,000838,财信发展
6.43,600604,市北高新
17.95,603008,喜临门
113.58,600132,重庆啤酒
10.98,300288,朗玛信息
189.6,688399,硕世生物
2.41,600691,阳煤化工
5.89,300055,万邦达
9.37,002645,华宏科技
11.24,300798,锦鸡股份
2.14,600331,宏达股份
4.38,300025,华星创业
24.72,300742,越博动力
2.06,002665,首航高科
51.7,688189,南新制药
2.57,600243,*ST海华
9.25,300333,兆日科技
11.56,603028,赛福天
7.7,300176,派生科技
1.54,000687,*ST华讯
17.18,300711,广哈通信
