lastPrice,stockCode,stockName
11.75,002758,华通医药
5.84,600029,南方航空
23.3,600305,恒顺醋业
68.88,300628,亿联网络
11.41,603006,联明股份
22.24,603010,万盛股份
5.54,000983,山西焦煤
16.24,002324,普利特
5.32,601766,中国中车
5.32,600353,旭光电子
15.51,603768,常青股份
5.16,600610,ST毅达
10.25,300527,中船应急
5.07,601998,中信银行
2.86,601599,鹿港文化
2.86,600870,ST厦华
17.15,002402,和而泰
31.26,002153,石基信息
5.66,600908,无锡银行
2.76,600017,日照港
8.27,600662,强生控股
181.0,603345,安井食品
5.48,002483,润邦股份
18.98,600900,长江电力
5.42,300337,银邦股份
2.6,600033,福建高速
5.19,002334,英威腾
7.74,601007,金陵饭店
18.0,002931,锋龙股份
7.6,002203,海亮股份
17.63,002789,建艺集团
7.55,601778,晶科科技
10.05,000576,甘化科工
10.02,300093,金刚玻璃
10.0,002014,永新股份
4.98,000886,海南高速
37.25,601628,中国人寿
14.83,002860,星帅尔
4.91,601985,中国核电
2.45,601975,招商南油
24.43,605199,葫芦娃
9.67,002795,永和智控
26.53,300059,东方财富
19.21,600753,东方银星
286.78,002821,凯莱英
9.55,000096,广聚能源
71.12,688369,致远互联
4.65,600717,天津港
6.95,600177,雅戈尔
4.61,000510,新金路
11.52,600989,宝丰能源
43.7,603535,嘉诚国际
2.3,002210,*ST飞马
23.0,002080,中材科技
18.34,300424,航新科技
2.29,002629,ST仁智
2.28,000971,*ST高升
2.27,601518,吉林高速
85.62,688008,澜起科技
6.72,000544,中原环保
2.23,600280,*ST中商
8.88,600051,宁波联合
26.59,603136,天目湖
4.4,000852,石化机械
4.36,002506,协鑫集成
37.05,300442,普丽盛
8.69,600489,中金黄金
10.83,002128,露天煤业
73.08,688180,君实生物-U
49.02,002880,卫光生物
19.12,002338,奥普光电
4.24,601226,华电重工
8.32,002155,湖南黄金
16.49,002669,康达新材
26.57,688488,艾迪药业
4.04,002613,北玻股份
4.04,000409,ST地矿
10.04,600338,西藏珠峰
6.02,300089,文化长城
28.06,600030,中信证券
4.0,601916,浙商银行
1.99,002586,*ST围海
65.5,601995,中金公司
59.5,688123,聚辰股份
13.88,603966,法兰泰克
9.77,300023,宝德股份
11.65,002857,三晖电气
3.86,000720,新能泰山
15.33,300196,长海股份
7.6,000426,兴业矿业
7.55,000807,云铝股份
5.63,601117,中国化学
11.23,603089,正裕工业
59.28,002913,奥士康
11.08,002928,华夏航空
11.08,002458,益生股份
22.13,605222,起帆电缆
53.21,603661,恒林股份
9.05,603128,华贸物流
18.02,002372,伟星新材
1.78,002770,ST科迪
182.66,605168,三人行
7.06,601611,中国核建
12.24,603165,荣晟环保
24.41,002050,三花智控
5.23,000570,苏常柴Ａ
8.66,600392,盛和资源
11.97,002100,天康生物
6.8,002295,精艺股份
1.69,600725,ST云维
15.11,002718,友邦吊顶
5.03,000166,申万宏源
41.81,300788,中信出版
6.68,600615,丰华股份
4.97,601668,中国建筑
87.75,603806,福斯特
6.6,000617,中油资本
6.59,600461,洪城水业
3.27,600868,梅雁吉祥
9.81,002585,双星新材
34.11,300881,盛德鑫泰
1830.34,600519,贵州茅台
8.08,600151,航天机电
8.04,300040,九洲集团
8.04,002556,辉隆股份
7.95,000155,川能动力
6.26,600098,广州发展
21.8,300476,胜宏科技
31.05,300604,长川科技
6.17,601298,青岛港
6.14,000537,广宇发展
3.02,000533,顺钠股份
12.03,600071,凤凰光学
16.5,600918,中泰证券
7.43,300249,依米康
5.93,688009,中国通号
1.48,600221,海航控股
4.44,600025,华能水电
17.66,601688,华泰证券
4.41,601077,渝农商行
8.81,600548,深高速
5.86,603817,海峡环保
408.02,688185,康希诺-U
7.26,000065,北方国际
95.83,002568,百润股份
20.26,600835,上海机电
2.89,600512,腾达建设
8.65,600110,诺德股份
10.07,600674,川投能源
57.48,600196,复星医药
2.87,601996,丰林集团
31.56,002001,新 和 成
11.44,603698,航天工程
5.71,002687,乔治白
9.94,601512,中新集团
2.84,600008,首创股份
86.19,002352,顺丰控股
4.2,000543,皖能电力
27.89,002738,中矿资源
15.29,603607,京华激光
4.16,002347,泰尔股份
9.68,603800,道森股份
5.52,002688,金河生物
2.76,000711,京蓝科技
4.13,600310,桂东电力
1.36,600856,*ST中天
1.36,600225,*ST松江
6.8,002077,*ST大港
5.43,000059,华锦股份
5.42,601949,中国出版
12.18,603277,银都股份
4.06,002255,*ST海陆
13.5,600720,祁连山
5.37,600919,江苏银行
4.0,600626,申达股份
5.33,000750,国海证券
59.95,002409,雅克科技
2.66,000509,*ST华塑
26.59,002935,天奥电子
13.29,002755,奥赛康
11.93,300224,正海磁材
7.95,000089,深圳机场
33.11,002851,麦格米特
63.53,688039,当虹科技
3.97,000036,华联控股
7.92,600793,宜宾纸业
2.64,600106,重庆路桥
7.86,002843,泰嘉股份
13.02,603693,江苏新能
84.2,601318,中国平安
2.58,002354,*ST天娱
6.44,002769,普路通
2.56,600767,ST运盛
8.93,600409,三友化工
2.55,600275,ST昌鱼
64.69,603005,晶方科技
6.34,002016,世荣兆业
6.32,002658,雪迪龙
3.79,600601,方正科技
11.36,300306,远方信息
10.09,600064,南京高科
27.7,300825,阿尔特
18.79,688096,京源环保
11.25,002075,沙钢股份
8.71,600054,黄山旅游
6.22,603126,中材节能
14.88,300401,花园生物
8.66,600857,宁波中百
3.7,600719,大连热电
33.28,688057,金达莱
17.11,300144,宋城演艺
14.59,300354,东华测试
6.04,000541,佛山照明
4.83,000757,浩物股份
12.05,603081,大丰实业
10.84,600958,东方证券
6.01,000416,民生控股
5.99,300080,易成新能
4.79,000627,天茂集团
2.39,000506,中润资源
7.13,000657,中钨高新
4.75,002307,北新路桥
13.06,001979,招商蛇口
12.95,002082,万邦德
18.82,300206,理邦仪器
2.35,601991,大唐发电
4.7,600787,中储股份
43.42,600990,四创电子
7.0,300234,开尔新材
2.33,600322,天房发展
6.99,002319,*ST乐通
3.49,600611,大众交通
8.14,600356,恒丰纸业
5.81,002164,宁波东力
10.44,600875,东方电气
5.78,601886,江河集团
27.56,000923,河钢资源
4.59,600526,菲达环保
13.61,601677,明泰铝业
7.93,002631,德尔未来
2.26,000707,ST双环
6.76,002193,如意集团
24.74,688599,天合光能
5.61,600405,动力源
21.3,600258,首旅酒店
26.8,002444,巨星科技
2.23,601333,广深铁路
5.57,601727,上海电气
6.63,002412,汉森制药
21.92,603298,杭叉集团
2.19,600462,*ST九有
5.45,600590,泰豪科技
13.08,002579,中京电子
15.23,002234,民和股份
9.78,600330,天通股份
26.06,002845,同兴达
71.34,300529,健帆生物
5.4,000425,徐工机械
19.43,002497,雅化集团
36.66,601877,正泰电器
9.7,600203,福日电子
21.55,603970,中农立华
4.31,002183,怡 亚 通
8.62,000975,银泰黄金
3.22,600665,天地源
4.29,002442,龙星化工
27.74,300705,九典制药
33.06,603985,恒润股份
3.19,002482,广田集团
3.17,601616,广电电气
31.6,600521,华海药业
3.16,000761,本钢板材
5.26,601368,绿城水务
1.05,000820,*ST节能
5.23,300510,金冠股份
214.0,000568,泸州老窖
9.39,600546,山煤国际
42.73,300373,扬杰科技
6.25,002650,ST加加
3.12,600241,*ST时万
14.55,603601,再升科技
6.23,600083,*ST博信
5.18,601158,重庆水务
58.78,300073,当升科技
8.24,603861,白云电器
3.09,000631,顺发恒业
2.04,002426,*ST胜利
6.11,600463,空港股份
3.85,002599,盛通股份
15.39,000338,潍柴动力
6.13,002033,丽江股份
8.57,600624,复旦复华
3.34,600269,赣粤高速
15.52,603656,泰禾智能
12.21,603726,朗迪集团
4.07,002087,新野纺织
9.12,600223,鲁商发展
4.04,000637,茂化实华
12.08,601137,博威合金
163.04,300677,英科医疗
23.12,002733,雄韬股份
8.02,601377,兴业证券
13.03,605299,舒华体育
12.0,600062,华润双鹤
7.98,600802,福建水泥
3.99,002682,龙洲股份
5.97,002092,中泰化学
5.96,600538,国发股份
5.94,600096,云天化
5.93,002527,新时达
5.91,600898,*ST美讯
3.94,600163,中闽能源
2.95,601992,金隅集团
5.89,002469,三维工程
3.91,600117,西宁特钢
77.21,603755,日辰股份
13.68,002552,宝鼎科技
2.93,600219,南山铝业
22.45,000048,京基智农
3.9,601818,光大银行
15.55,603898,好莱客
5.83,600101,明星电力
5.78,000619,海螺型材
9.62,000828,东莞控股
57.69,601336,新华保险
20.15,002881,美格智能
52.7,603026,石大胜华
4.76,600478,科力远
17.1,601211,国泰君安
1.9,600162,香江控股
2.85,600035,楚天高速
18.98,002422,科伦药业
40.78,600584,长电科技
7.58,601222,林洋能源
15.13,001872,招商港口
3.78,000667,美好置业
4.72,603323,苏农银行
5.65,600814,杭州解百
15.99,300657,弘信电子
13.15,002237,恒邦股份
13.13,600449,宁夏建材
50.59,600754,锦江酒店
4.68,603227,雪峰科技
11.2,603108,润达医疗
3.72,601099,太平洋
61.33,300226,上海钢联
6.5,600068,葛洲坝
275.32,000858,五 粮 液
16.68,600562,国睿科技
8.31,000728,国元证券
28.53,605336,帅丰电器
4.6,600497,驰宏锌锗
2.76,003816,中国广核
3.67,600279,重庆港九
6.42,002446,盛路通信
54.1,603983,丸美股份
4.58,000060,中金岭南
17.39,600998,九州通
5.49,600649,城投控股
2.73,601618,中国中冶
2.73,600227,圣济堂
2.73,002306,ST云网
14.54,600580,卧龙电驱
16.34,000023,深天地Ａ
6.35,601319,中国人保
6.35,002453,华软科技
11.79,601028,玉龙股份
14.49,603032,德新交运
14.45,002380,科远智慧
3.61,600807,济南高新
42.3,002623,亚玛顿
3.6,000563,陕国投Ａ
32.36,688003,天准科技
7.19,600021,上海电力
11.61,600088,中视传媒
3.57,000825,太钢不锈
8.9,601811,新华文轩
33.82,601155,新城控股
2.67,002692,ST远程
79.98,603976,正川股份
7.1,002226,江南化工
5.32,000682,东方电子
2.66,000068,华控赛格
25.6,002859,洁美科技
5.29,601390,中国中铁
21.15,002892,科力尔
5.27,600126,杭钢股份
3.49,600545,卓郎智能
5.23,000652,泰达股份
6.09,600843,上工申贝
4.35,600433,冠豪高新
3.48,002578,闽发铝业
23.47,688299,长阳科技
6.07,603616,韩建河山
1.73,600654,ST中安
70.79,300811,铂科新材
6.87,601369,陕鼓动力
15.44,000776,广发证券
6.86,600516,方大炭素
11.14,601566,九牧王
6.84,600969,郴电国际
4.27,002550,千红制药
14.5,000039,中集集团
3.4,000755,山西路桥
7.64,000785,居然之家
11.03,002749,国光股份
2.54,600863,内蒙华电
13.54,603967,中创物流
10.99,600557,康缘药业
5.07,002333,ST罗普
4.22,002266,浙富控股
9.27,002673,西部证券
6.72,000726,鲁  泰Ａ
11.74,603609,禾丰牧业
2.51,000005,世纪星源
9.2,002672,东江环保
3.34,600027,华电国际
203.17,603195,公牛集团
4.16,600705,中航资本
13.28,002518,科士达
9.96,002367,康力电梯
4.95,000862,银星能源
4.95,000859,国风塑业
45.3,300463,迈克生物
2.47,600159,大龙地产
21.4,300331,苏大维格
69.04,688139,海尔生物
4.93,600192,长城电工
38.51,300483,沃施股份
4.91,600579,克劳斯
2.45,600698,ST天雁
41.49,603378,亚士创能
4.87,000498,山东路桥
12.14,600271,航天信息
2.42,000415,渤海租赁
23.33,603192,汇得科技
2.41,002523,天桥起重
5.62,601816,京沪高铁
12.8,300322,硕贝德
5.58,600644,乐山电力
7.16,002057,中钢天源
2.38,000981,*ST银亿
37.28,603353,和顺石油
2.37,600968,海油发展
3.16,002431,棕榈股份
4.74,000633,合金投资
21.31,000876,新 希 望
157.77,688012,中微公司
3.94,000410,*ST沈机
3.15,600282,南钢股份
1.57,002280,*ST联络
18.04,600329,中新药业
26.66,002906,华阳集团
9.4,600343,航天动力
2.35,600187,国中水务
2.35,002496,*ST辉丰
13.3,600061,国投资本
32.85,300316,晶盛机电
39.88,300715,凯伦股份
12.5,603225,新凤鸣
11.7,601881,中国银河
7.02,600238,ST椰岛
5.46,600215,*ST经开
6.24,300255,常山药业
3.12,000040,东旭蓝天
23.38,300731,科创新源
10.9,002465,海格通信
10.12,000688,国城矿业
39.69,300723,一品红
6.99,600879,航天电子
6.19,000088,盐 田 港
3.09,000797,中国武夷
24.69,000547,航天发展
10.02,600283,钱江水利
1.54,600777,新潮能源
6.93,600058,五矿发展
5.38,600769,祥龙电业
5.38,002145,中核钛白
15.37,002127,南极电商
12.25,601198,东兴证券
74.06,603816,顾家家居
3.81,601669,中国电建
22.85,300635,中达安
7.6,002561,徐家汇
12.89,300605,恒锋信息
12.88,002144,宏达高科
40.15,603283,赛腾股份
3.03,002133,广宇集团
9.84,002282,博深股份
4.54,000978,桂林旅游
37.75,000423,东阿阿胶
8.3,000996,中国中期
52.8,300576,容大感光
2.26,000972,ST中基
18.06,002463,沪电股份
33.11,000768,中航西飞
16.53,600897,厦门空港
12.77,002868,绿康生化
3.75,000822,山东海化
116.2,300759,康龙化成
2.99,601113,ST华鼎
5.98,000801,四川九洲
6.72,600507,方大特钢
6.72,600229,城市传媒
3.73,000514,渝 开 发
4.47,600490,鹏欣资源
13.37,600352,浙江龙盛
26.7,603232,格尔软件
4.45,600050,中国联通
14.77,000877,天山股份
42.09,002876,三利谱
11.06,601595,上海电影
8.1,600846,同济科技
13.91,600648,外高桥
3.66,600724,宁波富达
3.66,000778,新兴铸管
4.39,603778,乾景园林
16.82,688098,申联生物
44.53,600612,老凤祥
5.1,601375,中原证券
4.36,600704,物产中大
70.48,688122,西部超导
18.89,601607,上海医药
37.74,603027,千禾味业
7.95,000553,安道麦A
14.43,603041,美思德
6.49,000402,金 融 街
64.02,603883,老百姓
28.68,688010,福光股份
5.0,600369,西南证券
8.56,600749,西藏旅游
29.93,300656,民德电子
49.87,002968,新大正
9.26,002191,劲嘉股份
13.53,002614,奥佳华
3.56,600780,通宝能源
7.83,000783,长江证券
8.53,600655,豫园股份
10.65,600522,中天科技
8.52,002302,西部建设
3.55,000780,*ST平能
24.75,003006,百亚股份
1.41,600022,山东钢铁
42.95,688199,久日新材
21.12,002028,思源电气
9.85,002553,南方轴承
4.22,603023,威帝股份
2.81,002502,*ST鼎龙
14.73,000050,深天马Ａ
6.31,600738,兰州民百
7.0,601128,常熟银行
1.4,002113,*ST天润
9.09,002376,新北洋
21.65,600389,江山股份
4.19,000900,现代投资
16.05,300766,每日互动
7.67,603797,联泰环保
13.23,300451,创业慧康
105.12,002841,视源股份
12.49,603617,君禾股份
29.78,688081,兴图新科
15.23,600827,百联股份
15.23,600371,万向德农
49.14,300886,华业香料
6.92,600692,亚通股份
11.05,000037,深南电A
5.52,600531,豫光金铅
6.21,600366,宁波韵升
2.76,000890,*ST胜尔
15.15,603586,金麒麟
9.62,603869,新智认知
6.18,600398,海澜之家
7.55,002808,恒久科技
8.9,600650,锦江投资
4.79,600836,*ST界龙
10.26,002036,联创电子
1.36,603077,和邦生物
6.12,600620,天宸股份
15.63,002832,比音勒芬
5.43,600820,隧道股份
4.75,000598,兴蓉环境
7.46,002500,山西证券
2.71,601188,龙江交通
5.42,600901,江苏租赁
8.13,600116,三峡水利
11.51,002670,国盛金控
17.6,600732,爱旭股份
11.5,603819,神力股份
1.35,600145,*ST新亿
5.4,002588,史丹利
8.07,002139,拓邦股份
22.16,300663,科蓝软件
47.65,600456,宝钛股份
5.36,600250,南纺股份
13.38,601138,工业富联
347.0,688200,华峰测控
8.66,000503,国新健康
3.99,600960,渤海汽车
22.6,603938,三孚股份
9.97,002346,柘中股份
13.94,600668,尖峰集团
14.58,605318,法狮龙
2.65,600808,马钢股份
16.55,300113,顺网科技
9.26,002534,杭锅股份
20.49,002675,东诚药业
12.55,300393,中来股份
54.15,000526,紫光学大
5.94,600019,宝钢股份
14.52,002856,美芝股份
18.46,002407,多氟多
7.91,002276,万马股份
10.52,603676,卫信康
40.09,601066,中信建投
23.63,600391,航发科技
22.3,603599,广信股份
46.54,600298,安琪酵母
30.15,300433,蓝思科技
5.88,000925,众合科技
18.28,300464,星徽股份
5.22,600710,苏美达
35.8,002192,*ST融捷
12.35,603808,歌力思
13.0,600867,通化东宝
5.2,600757,长江传媒
31.2,300568,星源材质
3.25,002109,兴化股份
5.84,600012,皖通高速
38.9,002960,青鸟消防
3.89,002420,ST毅昌
256.05,688016,心脉医疗
27.17,688418,震有科技
7.11,002451,摩恩电气
3.23,600020,中原高速
7.1,002093,国脉科技
3.86,601199,江南水务
1.93,600103,青山纸业
39.88,603319,湘油泵
16.68,600262,北方股份
14.11,300041,回天新材
8.31,603321,梅轮电梯
8.93,002035,华帝股份
15.94,300560,中富通
7.01,600326,西藏天路
4.46,600782,新钢股份
4.46,002069,獐子岛
22.28,300416,苏试试验
24.14,603214,爱婴室
6.98,600520,文一科技
15.86,002677,浙江美大
1.9,000420,吉林化纤
33.52,002353,杰瑞股份
12.62,600639,浦东金桥
3.15,000898,鞍钢股份
2.52,000413,东旭光电
4.4,600713,南京医药
106.7,002916,深南电路
20.69,600801,华新水泥
8.77,300078,思创医惠
3.13,600400,红豆股份
19.38,603279,景津环保
1.25,600666,ST瑞德
5.0,600351,亚宝药业
2.5,600231,凌钢股份
13.75,002222,福晶科技
109.78,603882,金域医学
11.22,300121,阳谷华泰
4.35,000055,方大集团
22.98,002984,森麒麟
6.83,000819,岳阳兴长
33.51,002819,东方中科
2.48,002495,佳隆股份
9.92,002449,国星光电
3.72,002011,盾安环境
4.95,000926,福星股份
3.71,600067,冠城大通
6.79,600510,黑牡丹
3.7,601399,ST国重装
5.55,600075,新疆天业
1.85,002086,*ST东洋
27.1,603995,甬金股份
9.84,000948,南天信息
11.06,603890,春秋电子
37.44,000403,双林生物
6.73,000723,美锦能源
13.42,600697,欧亚集团
4.87,600866,星湖科技
4.26,600973,宝胜股份
25.54,300012,华测检测
12.16,601168,西部矿业
2.43,000727,*ST东科
13.35,000534,万泽股份
6.66,000069,华侨城Ａ
2.42,601000,唐山港
6.65,002697,红旗连锁
4.23,600210,紫江企业
19.92,300481,濮阳惠成
1.81,600652,ST游久
9.65,600089,特变电工
8.44,601828,美凯龙
4.22,002103,广博股份
6.63,002140,东华科技
3.01,601718,际华集团
33.1,601966,玲珑轮胎
6.62,300056,中创环保
7.8,601702,华峰铝业
1.2,600734,*ST实达
3.6,600023,浙能电力
1.8,002219,*ST恒康
4.19,603169,兰石重装
3.59,000046,泛海控股
5.98,600120,浙江东方
26.85,603700,宁水集团
44.71,300912,凯龙高科
13.1,300371,汇中股份
7.14,002644,佛慈制药
5.35,600291,西水股份
4.16,002671,龙泉股份
96.17,600745,闻泰科技
1.78,600653,申华控股
3.56,600386,北巴传媒
4.74,600289,*ST信通
4.13,600179,*ST安通
8.26,600153,建发股份
2.95,600082,海泰发展
9.41,601311,骆驼股份
2.94,601010,文峰股份
9.99,603839,安正时尚
61.1,603719,良品铺子
10.57,000960,锡业股份
998.0,688169,石头科技
5.28,600642,申能股份
5.28,000976,华铁股份
14.06,603823,百合花
6.44,600992,贵绳股份
13.46,603050,科林电气
2.34,002504,弘高创意
10.52,300218,安利股份
30.92,300680,隆盛科技
50.75,300394,天孚通信
14.0,000401,冀东水泥
4.08,600608,ST沪科
8.16,300382,斯莱克
14.57,300692,中环环保
4.66,600149,ST坊展
67.55,688595,芯海科技
5.82,600232,金鹰股份
1.74,600091,ST明科
4.06,002546,新联电子
3.48,002121,*ST科陆
129.9,300676,华大基因
49.28,603180,金牌厨柜
19.12,000032,深桑达Ａ
3.47,002341,新纶科技
3.46,601068,中铝国际
14.98,000997,新 大 陆
8.64,600278,东方创业
21.88,688100,威胜信息
5.18,002061,浙江交科
12.08,603045,福达合金
9.18,000686,东北证券
68.24,300413,芒果超媒
2.29,002374,丽鹏股份
7.44,000546,金圆股份
3.43,600982,宁波热电
4.0,000607,华媒控股
183.8,002985,北摩高科
15.97,300326,凯利泰
33.07,300298,三诺生物
11.4,603928,兴业股份
11.4,002746,仙坛股份
83.13,300908,仲景食品
45.55,000895,双汇发展
9.11,000590,启迪药业
5.69,600623,华谊集团
11.91,002293,罗莱生活
5.1,600266,城建发展
10.2,002009,天奇股份
3.4,000751,锌业股份
90.6,601012,隆基股份
5.66,300158,振东制药
3.39,603766,隆鑫通用
2.82,002622,融钰集团
5.63,000605,渤海股份
9.57,000070,特发信息
3.94,600683,京投发展
2.25,000709,河钢股份
14.05,002456,欧菲光
2.81,000861,海印股份
25.85,600703,三安光电
97.2,002709,天赐材料
19.08,601456,国联证券
15.71,603115,海星股份
7.85,600829,人民同泰
6.16,603055,台华新材
2.24,600569,安阳钢铁
13.99,300409,道氏技术
21.25,603739,蔚蓝生物
21.8,603530,神马电力
3.91,600963,岳阳林纸
2.79,000836,富通鑫茂
2.23,601588,北辰实业
7.8,300364,中文在线
5.01,600500,中化国际
1.67,600311,*ST荣华
23.92,600104,上汽集团
2.78,600892,*ST大晟
2.78,002630,华西能源
26.13,002384,东山精密
34.42,300761,立华股份
15.54,300517,海波重科
4.44,002073,软控股份
33.28,300655,晶瑞股份
16.06,300453,三鑫医疗
6.09,000525,红 太 阳
43.18,688233,神工股份
13.83,002945,华林证券
5.53,002355,兴民智通
19.35,603199,九华旅游
13.81,600761,安徽合力
6.07,002520,日发精机
11.03,000026,飞亚达
11.02,603100,川仪股份
14.32,000902,新洋丰
9.35,600834,申通地铁
1.65,600307,酒钢宏兴
8.77,000042,中洲控股
2.74,600565,迪马股份
2.74,000517,荣安地产
15.32,600817,ST宏盛
6.56,000671,阳 光 城
30.61,300802,矩子科技
18.02,300707,威唐工业
87.31,300702,天宇股份
5.34,600200,江苏吴中
7.99,000893,亚钾国际
13.82,002745,木林森
24.96,000999,华润三九
10.09,002119,康强电子
32.35,603019,中科曙光
56.2,603369,今世缘
6.35,000906,浙商中拓
35.43,300768,迪普科技
12.69,603309,维力医疗
21.14,600201,生物股份
51.25,300308,中际旭创
3.17,600577,精达股份
3.17,600077,宋都股份
3.17,000520,长航凤凰
3.69,600828,茂业商业
30.03,603515,欧普照明
3.16,601107,四川成渝
7.9,600995,文山电力
33.18,003004,声迅股份
9.82,002394,联发股份
420.01,603444,吉比特
2.18,600795,国电电力
2.18,000683,远兴能源
19.61,600362,江西铜业
3.81,000883,湖北能源
25.58,688118,普元信息
5.44,002167,东方锆业
5.97,600678,四川金顶
10.84,603685,晨丰科技
15.7,603359,东珠生态
48.11,300617,安靠智电
1.08,600122,*ST宏图
9.72,300351,永贵电器
33.38,002727,一心堂
32.83,688126,沪硅产业-U
7.53,000030,富奥股份
92.21,603039,泛微网络
13.9,300257,开山股份
6.41,000969,安泰科技
21.68,000738,航发控制
10.32,002823,凯中精密
7.74,000909,数源科技
11.34,002322,理工环科
9.79,603577,汇金通
44.25,300285,国瓷材料
18.0,603895,天永智能
5.14,601678,滨化股份
103.73,603338,浙江鼎力
3.08,600881,亚泰集团
3.08,600684,珠江实业
3.08,600208,新湖中宝
5.64,600770,综艺股份
18.97,300119,瑞普生物
19.97,603181,皇马科技
3.07,600252,中恒集团
12.78,002908,德生科技
26.57,603217,元利科技
6.64,002135,东南网架
7.66,300070,碧水源
43.67,688568,中科星图
22.07,002777,久远银海
5.25,002573,清新环境
4.72,600736,苏州高新
3.67,600477,杭萧钢构
16.24,603987,康德莱
6.28,600325,华发股份
8.36,300131,英唐智控
47.98,688215,瑞晟智能
17.72,300036,超图软件
97.92,600600,青岛啤酒
43.2,300651,金陵体育
155.02,688256,寒武纪-U
26.52,601869,长飞光纤
8.82,600528,中铁工业
10.37,300391,康跃科技
3.11,600533,栖霞建设
7.24,300099,精准信息
10.85,603598,引力传媒
13.43,601069,西部黄金
11.23,603339,四方科技
13.78,601952,苏垦农发
30.1,600259,广晟有色
7.14,603001,奥康国际
48.91,603076,乐惠国际
12.21,002159,三特索道
20.85,002258,利尔化学
3.05,600981,汇鸿集团
4.06,002433,太安堂
3.04,600558,大西洋
5.06,000159,国际实业
35.4,603155,新亚强
30.84,300781,因赛集团
13.65,600980,北矿科技
4.04,600657,信达地产
20.19,300220,金运激光
57.0,300642,透景生命
40.84,688025,杰普特
13.61,002922,伊戈尔
6.04,000759,中百集团
31.17,000063,中兴通讯
5.53,603007,花王股份
13.06,300691,联合光电
15.06,300009,安科生物
10.51,002848,高斯贝尔
3.5,600880,博瑞传播
3.5,600675,中华企业
3.0,600567,山鹰国际
5.0,600385,ST金泰
50.0,300861,美畅股份
9.99,600421,ST华嵘
9.99,002909,集泰股份
7.98,603328,依顿电子
3.99,600721,ST百花
12.46,600640,号百控股
4.98,002618,丹邦科技
17.92,300031,宝通科技
27.85,600729,重庆百货
17.89,600372,中航电子
5.96,600376,首开股份
5.96,300172,中电环保
4.47,002198,嘉应制药
23.31,600460,士兰微
14.38,600056,中国医药
14.38,300542,新晨科技
6.94,000826,启迪环境
9.91,600737,中粮糖业
1.98,601929,吉视传媒
6.93,000612,焦作万方
11.86,603856,东宏股份
11.36,002926,华西证券
15.3,002023,海特高新
12.33,600195,中牧股份
5.42,002165,红 宝 丽
8.86,002750,龙津药业
6.89,002678,珠江钢琴
6.88,600727,鲁北化工
27.99,000913,钱江摩托
143.23,300724,捷佳伟创
21.57,688569,铁科轨道
38.23,300142,沃森生物
1.47,601005,重庆钢铁
3.92,000548,湖南投资
12.23,603683,晶华新材
8.31,601901,方正证券
3.91,000912,泸天化
18.05,300550,和仁科技
8.78,600388,龙净环保
4.39,002249,大洋电机
3.9,601789,宁波建工
67.71,688208,道通科技
8.76,300053,欧比特
11.17,002387,维信诺
31.06,002768,国恩股份
16.96,300171,东富龙
5.33,002521,齐峰新材
24.71,600699,均胜电子
13.08,603600,永艺股份
42.1,002833,弘亚数控
36.29,603590,康辰药业
16.9,002558,巨人网络
183.0,002594,比亚迪
15.93,603663,三祥新材
26.55,300525,博思软件
9.17,601555,东吴证券
7.72,600628,新世界
13.5,603519,立霸股份
4.82,600572,康恩贝
4.82,000417,合肥百货
20.24,600566,济川药业
7.71,600114,东睦股份
7.71,002632,道明光学
6.74,002390,信邦制药
7.22,002539,云图控股
6.73,002699,美盛文化
51.81,002970,锐明技术
14.85,600661,昂立教育
11.49,603356,华菱精工
4.78,601118,海南橡胶
6.69,601567,三星医疗
4.3,002072,ST凯瑞
4.77,600603,广汇物流
9.54,300252,金信诺
13.83,600206,有研新材
2.86,600186,莲花健康
58.61,002925,盈趣科技
7.14,002391,长青股份
35.65,300885,海昌新材
8.08,603088,宁波精达
17.1,601236,红塔证券
5.7,601162,天风证券
2.85,002379,宏创控股
6.65,002110,三钢闽光
6.65,002104,恒宝股份
6.65,000829,天音控股
2.85,000753,漳州发展
10.92,002783,凯龙股份
2.37,000897,津滨发展
4.74,000678,襄阳轴承
1.42,603157,*ST拉夏
7.98,601177,杭齿前进
3.75,000663,*ST永林
32.31,603305,旭升股份
6.08,603998,方盛制药
3.74,000539,粤电力Ａ
12.62,300536,农尚环境
13.04,002058,威 尔 泰
4.19,601598,中国外运
14.88,002785,万里石
12.08,002939,长城证券
2.32,000839,中信国安
3.71,600502,安徽建工
16.69,603000,人民网
87.57,603666,亿嘉和
18.07,300570,太辰光
11.11,603567,珍宝岛
3.24,300197,铁汉生态
3.7,000010,美丽生态
11.56,000532,华金资本
4.61,000863,三湘印象
2.84,600839,四川长虹
6.15,000788,北大医药
23.18,603688,石英股份
4.73,601801,皖新传媒
8.98,300277,海联讯
102.56,603208,江山欧派
10.87,603266,天龙股份
11.81,603979,金诚信
3.3,600959,江苏有线
7.07,600619,海立股份
3.77,600108,亚盛集团
3.77,002094,青岛金王
30.61,603516,淳中科技
39.08,300906,日月明
15.06,603922,金鸿顺
25.41,300753,爱朋医疗
18.81,300054,鼎龙股份
4.23,600354,*ST敦种
2.82,000679,*ST友谊
37.11,003008,开普检测
12.9,000796,凯撒旅业
15.2,603727,博迈科
2.3,600726,华电能源
5.06,600493,凤竹纺织
3.68,000622,恒立实业
124.55,603713,密尔克卫
